2015-02-04 06:53:36: -- Analysis Started by User
2015-02-04 06:53:37: Changes: 7,546, Conflicts: 0, CopyTime: 0, CopyState: 0/259, Errors: 0, All: 7812
2015-02-04 06:53:37: Left to Right: Delete File: 7546 
2015-02-04 06:53:57: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin/Debug'
2015-02-04 06:53:57: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin/Release'
2015-02-04 06:53:57: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin/x86/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin/x86/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin/x86'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/bin'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Image-07.csproj'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Images/Microsoft.jpg'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Images'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/MainPage.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/MainPage.xaml.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/App.g.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/App.g.i.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/App.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/App.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/DesignTimeResolveAssemblyReferencesInput.cache'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/Image-07.csproj.FileListAbsolute.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/Image-07.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/Image-07.pdb'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/Image-07.xr.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/intermediatexaml/Image-07.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/intermediatexaml/Image-07.pdb'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/intermediatexaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/layout.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/layout.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/MainPage.g.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/MainPage.g.i.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/MainPage.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/MainPage.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/MultipleQualifiersPerDimensionFound.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/pri.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/pri.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/priconfig.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/priconfig.xml.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/ProjectArchitectures.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/qualifiers.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/qualifiers.txt.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/resources.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/resources.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/TempPE'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/XamlSaveStateFile.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug/XamlTypeInfo.g.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/obj'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Package.appxmanifest'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Properties/AssemblyInfo.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07/Properties'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07.sln'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07/Image-07.v12.suo'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-07'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/App.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/App.xaml.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/Logo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/SmallLogo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/SplashScreen.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/Square71x71Logo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/StoreLogo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets/WideLogo.scale-240.png'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Assets'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/ARM/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/ARM/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/ARM'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/App.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/AppxManifest.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/Image-08.build.appxrecipe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/Image-08.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/Image-08.pdb'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/Image-08.xr.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/MainPage.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug/resources.pri'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/x86/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/x86/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin/x86'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/bin'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Image-08.csproj'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Images/Microsoft.jpg'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Images'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/MainPage.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/MainPage.xaml.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/App.g.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/App.g.i.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/App.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/App.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/DesignTimeResolveAssemblyReferencesInput.cache'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/Image-08.csproj.FileListAbsolute.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/Image-08.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/Image-08.pdb'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/Image-08.xr.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/intermediatexaml/Image-08.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/intermediatexaml/Image-08.pdb'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/intermediatexaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/layout.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/layout.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/MainPage.g.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/MainPage.g.i.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/MainPage.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/MainPage.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/MultipleQualifiersPerDimensionFound.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/pri.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/pri.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/priconfig.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/priconfig.xml.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/ProjectArchitectures.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/qualifiers.txt'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/qualifiers.txt.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/resources.resfiles'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/resources.resfiles.intermediate'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/TempPE'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/XamlSaveStateFile.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug/XamlTypeInfo.g.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/obj'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Package.appxmanifest'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Properties/AssemblyInfo.cs'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08/Properties'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08.sln'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08/Image-08.v12.suo'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-08'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/App.xaml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/App.xaml.cs'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/Logo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/SmallLogo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/SplashScreen.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/Square71x71Logo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/StoreLogo.scale-240.png'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets/WideLogo.scale-240.png'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Assets'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/ARM/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/ARM/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/ARM'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/App.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/AppxManifest.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/Image-09.build.appxrecipe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/Image-09.exe'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/Image-09.pdb'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/Image-09.xr.xml'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/MainPage.xbf'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug/resources.pri'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/x86/Debug'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/x86/Release'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin/x86'
2015-02-04 06:53:58: Delete Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/bin'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Image-09.csproj'
2015-02-04 06:53:58: Delete File 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Image/Image-09/Image-09/Images/Microsoft.jpg'
